Date,Time,ConversationID,ScrubbedUtterance,Intent,IntentConfidence,Bot Response,UserFeedback Sentiment,UserFeedbackComments
18-Jun,18:22,c6d53309-68c9-40a8-aafc-1a18fe462e47,i just got married,Manage_Dependents,80%,Dependent coverage elections can only be changed or stopped if you have experienced a qualifying life event within the past 30 days. Qualifying life events include  but are not limited to  change in marital status  birth  change in residence  or change in employment status for you or your spouse.  If you have experienced a qualifying life event and would like to make changes to your dependent's coverage elections  follow these steps: Click the Benefits application in Workday  Change  Benefits  Select the Qualifying Reason and the Benefit Event Date  Attach support document/s  Submit Once approved  you will receive a task in your Workday Inbox to change your benefits. Dependents who reach the age of 26 will no longer qualify for coverage and will be automatically terminated as of the end of their birthday month.  COBRA information will be provided. For additional information about dependent eligibility  click https://workdayinc.benefitstream.net/your-benefits-28/eligibility|here Username: workday Password: welcome2benefits,0,More personalization such as Congratulations! and change tone to say something like You may now need to change dependent coverage....
18-Jun,4:23,2e5ccad6-80ce-45e0-bdbd-e25e92f243f0,how long can my daughter be under my medical coverage,Manage_Dependents,64%,Dependent coverage elections can only be changed or stopped if you have experienced a qualifying life event within the past 30 days. Qualifying life events include  but are not limited to  change in marital status  birth  change in residence  or change in employment status for you or your spouse.  If you have experienced a qualifying life event and would like to make changes to your dependent's coverage elections  follow these steps: Click the Benefits application in Workday  Change  Benefits  Select the Qualifying Reason and the Benefit Event Date  Attach support document/s  Submit Once approved  you will receive a task in your Workday Inbox to change your benefits. Dependents who reach the age of 26 will no longer qualify for coverage and will be automatically terminated as of the end of their birthday month.  COBRA information will be provided. For additional information about dependent eligibility  click https://workdayinc.benefitstream.net/your-benefits-28/eligibility|here Username: workday Password: welcome2benefits,0,My question was answered but it gave me way more info than I needed and what I asked was not answered into later into the answer.
18-Jun,4:45,20c7340c-5f93-4d17-8d41-2090746ada3f,how can i dispute a claim from cigna,Submit_Expenses,60%,Looks like you're interested in learning more about expenses and expense reimbursements.,-1,My question was not answered.
18-Jun,4:36,52ab0113-45ca-44a9-a686-4f9335c7cb07,what do you love about workday,ChatBot_What_To_Ask,49%,I'm Wex  your Workday Expert  and am available at all times to answer your People & Purpose Questions!,-1,My question wasn't answered.
18-Jun,18:23,c6d53309-68c9-40a8-aafc-1a18fe462e47,i need a new insurance card,Get_Card,96%,After you complete your benefits enrollment task  you will receive ID cards for medical and dental (if elected) in approximately two weeks. Enrollment files are sent to our carriers every Friday. Temporary ID cards can be printed from the carrier websites as early as the Wednesday following the week you submitted your benefit enrollment. Allow at least 5 business days for the medical carriers to receive your enrollment via our data integration. Kaiser Permanente members  please submit a https://workday.service-now.com/servicehub?id=sc_cat_item&sys_id=50303249dbcd3f00b89d7e88f4961948&sysparm_category=e15706fc0a0a0aa7007fc21e1ab70c2f|Service Hub request to People and Purpose under Benefits for assistance as KP does not issue temporary cards. If you need to go to the doctor before this time  you may need to pay out of pocket. Your benefits will be retroactive to your first day so you can submit a claim for reimbursement once you insurance provider's system. Please note that VSP does not issue cards. When you visit an Optometrist they will look up your benefits using your Social Security Number.,-1,Need an answer of how to get insurance cards in the middle of the year  not tied to an open enrollment period if someone lost their insurance card
17-Jun,18:39,1c7de1d8-edbb-49d0-8376-28c851e2f5fd,how do i find information about uk benefits,Get_Plan_Info,49%,To view a summary of your benefit elections  and costs  including medical  dental  vision and 401(k) from your Workday Home page:  1. Click the Benefits application.  2. From the View card  click the Benefit Elections button.   3. Click the Excel icon to download the list in a spreadsheet.   4. Click  the print icon to save as a PDF. Open the PDF and print. To learn more about Workday's benefit plans  visit BenefitStream https://workdayinc.benefitstream.net|here Username: workday Password: welcome2benefits When you make a change to your benefits it may take 1 to 2 payroll periods to see the change reflected on your check. The timing is dependent on when you completed your benefits enrollment task in Workday  the effective date of your enrollments  and the Payroll processing dates. If you'd like us to research your specific situation  please open a ServiceHub ticket via People & Purpose.,-1,Non-US benefits plans should be redirected to the country specific benefits page on Workspace.  While Wex may not be available to employees outside the US  managers may  have employees who are not US employees.
18-Jun,4:39,52ab0113-45ca-44a9-a686-4f9335c7cb07,how do i reach Cinga,Request_Support,46%,Sounds like you want to talk to someone. Please click https://workday.service-now.com/servicehub?id=sc_cat_item&sys_id=50303249dbcd3f00b89d7e88f4961948|here to submit your question or request. Hold tight and we will be in touch shortly.,0,Opening a ticket here is ok but does Wex know that some things are just misspelled? I spelled Cigna wrong on purpose to see what would happen.
17-Jun,20:53,718e5114-497e-4c10-9273-0911a3be1a2d,what about my dog,ChatBot_Dog_Type,77%,I'm a Workday guide dog.,0,overall i liked this response  however i was hoping that we'd have info in here about pet health insurance - even if it's technically a perk - people consider it to be benefits related
18-Jun,0:38,90dae2a2-2c1a-46fe-b309-232588b7c2d8,where do i go if i have a payment dispute,Get_Expenses_Not_Paid,56%,I'm sorry for the inconvenience - let's see if we can get more information. Please follow these steps to view the status of your expense report:  1. Log into Workday  2. Navigate to your Inbox  3. Select your Archive  4. Select the Expense task  5. Select the Process Tab  6. Review the business process to see who it is awaiting approval,-1,Payment dispute for medical benefits. Weâ€™d answered about expenses
18-Jun,4:31,bd3bb814-ef6d-4ceb-85b9-c875dd7c8e17,what discounts does workday have,ChatBot_What_To_Ask,43%,I'm Wex  your Workday Expert  and am available at all times to answer your People & Purpose Questions!,-1,People often confuse perks with benefits. It would be great to have the two of them merged so a response would render. The response on this one seems off as it does not look like it even attempted to answer my question.
18-Jun,21:14,8e39e38f-8895-46c2-b7f4-f4a0b0ad21e4,what is the login for BenefitStream,Get_Access,100%,You can access https://benefitstream.net|BenefitStream.net by using the following generic credentials:  Username: workday Password: welcome2benefits BenefitStream is your one stop shop to learn more about your U.S. benefits here including medical  dental  vision  leave of absence  401k and ESPP.,1,This response answered my question :)
18-Jun,0:58,3cd005cb-72df-4eea-81d9-f8b3f6e48866,pet adoption assistance,Enroll_in_Plan,66%,Lets talk about enrolling in benefits! Workday's next Open Enrollment period is November 1-15  2019. Additional details will be sent via email as the date approaches. For step-by-step instructions on how to enroll in your benefits  check out our training options: https://wd5.myworkday.com/workday/d/inst/17498$1151/rel-task/2998$28786.htmld|Desktop https://wd5.myworkday.com/workday/d/inst/17498$1210/rel-task/2998$28786.htmld|Mobile If you do not make any changes during Open Enrollment  your current elections will rollover to the following plan year. With the exception of the FSA plans (Healthcare  Limited Purpose  and Dependent Care)  active election is required in order to participate in the FSA plans each year  as prior year elections do not carry over.,-1,Please include info on pet insurance. Since Wex is a dog  he should know about pet insurance.
18-Jun,0:20,9240b38c-8dc8-4b85-b792-cd2ffdcd49fc,Whats my deductible for high deductible health plan,Enroll_in_Plan,70%,Lets talk about enrolling in benefits! Workday's next Open Enrollment period is November 1-15  2019. Additional details will be sent via email as the date approaches. For step-by-step instructions on how to enroll in your benefits  check out our training options: https://wd5.myworkday.com/workday/d/inst/17498$1151/rel-task/2998$28786.htmld|Desktop https://wd5.myworkday.com/workday/d/inst/17498$1210/rel-task/2998$28786.htmld|Mobile If you do not make any changes during Open Enrollment  your current elections will rollover to the following plan year. With the exception of the FSA plans (Healthcare  Limited Purpose  and Dependent Care)  active election is required in order to participate in the FSA plans each year  as prior year elections do not carry over.,-1,Point me to deductible information
